1,3.0883675
2,2.089062
3,2.882791
4,4.696007
5,6.337326
6,4.717363
7,4.5519094
8,4.309896
9,4.254686
10,3.210416
11,3.7687504
12,3.312674
13,3.756596
14,4.6125007
15,7.4252634
16,7.039411
17,3.3009198
18,3.270833
19,4.1651044
20,2.7059028
21,2.0272572
22,2.313195
23,3.5699654
24,3.5519094
25,2.5704854
26,2.121007
27,2.401215
28,3.0498283
29,7.1138883
30,3.6678822
31,2.9619782
